year,vio,incarc_rate,pb1064,pw1064,pm1029,pop,avginc,density,stateid,shall
82,259.2000122,99,0.857117355,69.16729736,17.32401848,0.973729014,9.928871155,0.011815379,16,0
83,238.6999969,107,0.87375164,68.87727356,17.02201271,0.981858015,10.31499958,0.011914018,16,0
84,235.3000031,121,0.894088984,68.74543762,16.7179184,0.990840971,10.61517048,0.012023019,16,0
85,234.8000031,127,0.922090113,68.65839386,16.44944,0.994045973,10.78512192,0.012061909,16,0
86,222.5,133,0.949076295,68.49204254,16.20034218,0.990225971,10.87891197,0.012015556,16,0
87,214.1999969,144,0.979589939,68.47251129,15.9964838,0.985004008,11.05984688,0.011952192,16,0
88,234.6999969,144,1.013626337,68.52929688,15.80459595,0.985669017,11.40741634,0.011960261,16,0
89,254.6000061,157,1.052667618,68.68022156,15.70031452,0.994426012,11.8868084,0.01206652,16,0
90,275.7000122,180,1.085007906,70.69104767,15.65982914,1.011881948,12.08989239,0.012228034,16,0
91,290.2999878,190,1.103555202,71.3511734,15.60041046,1.038915038,11.83854485,0.012554713,16,1
92,281.3999939,205,1.128468156,71.66949463,15.64618492,1.066490054,12.23755932,0.012887942,16,1
93,281.7999878,209,1.165088415,72.03497314,15.71289253,1.101204038,12.57976246,0.013307441,16,1
94,285.7999878,234,1.162437439,72.30265808,15.73883343,1.135458946,12.66451168,0.013721392,16,1
95,322,245,1.186351895,72.63201904,15.7839489,1.164999962,12.83801937,0.01407838,16,1
96,267.2000122,283,1.186825752,72.77550507,15.8289175,1.187705994,12.92415524,0.014352769,16,1
97,256.7999878,319,1.210849166,72.91081238,15.8672533,1.210638046,12.93977642,0.014629889,16,1
98,282.2000122,323,1.241913557,72.94095612,15.8444519,1.230923057,13.39434242,0.014875023,16,1
99,244.8999939,330,1.250619173,73.22481537,15.79188347,1.251700044,13.67685795,0.015126102,16,1
77,630.5999756,87,5.314544678,62.96042633,18.08611679,11.38631916,13.78494072,0.204246238,17,0
78,676.7000122,95,5.416671276,62.76869965,17.97922325,11.41256237,14.17525578,0.20471698,17,0
79,743.9000244,96,5.515949726,62.54858398,17.90405083,11.3968401,14.05339622,0.204434946,17,0
80,808,95,5.659421921,62.04130173,17.79839134,11.43470192,13.3920927,0.205493793,17,0
81,792.5,94,5.717614651,61.88957214,17.69373703,11.44346142,13.42599964,0.205651194,17,0
82,774.2999878,113,5.786728859,61.57279968,17.50048637,11.42341423,13.17967129,0.205290943,17,0
83,728.0999756,119,5.830408573,61.23556137,17.25182343,11.40882301,13.28899956,0.205028713,17,0
84,724.9000244,135,5.887696266,60.88975525,17.00620842,11.41213799,14.08003807,0.205088288,17,0
85,714.7999878,149,5.93535614,60.61122513,16.7387886,11.39980412,14.36040783,0.204866633,17,0
86,808.9000244,161,5.984065533,60.26858139,16.44861221,11.38725758,14.80215549,0.204641178,17,0
87,796.2000122,168,6.044029236,60.0074234,16.14986801,11.39117622,15.1624527,0.204711571,17,0
88,810.4000244,171,6.104655266,59.8368187,15.8737402,11.39017582,15.5441618,0.204693615,17,0
89,845.9000244,181,6.170641899,59.59296417,15.61102962,11.40978527,15.76610184,0.205045998,17,0
90,967.4000244,211,6.253667355,61.30873489,15.35439205,11.44697857,15.81607246,0.205906838,17,0
91,1039.199951,234,6.289829254,61.05313492,15.07635307,11.5359726,15.58491993,0.207507655,17,0
92,977.2999878,247,6.345840454,60.84205627,14.82898808,11.63519669,16.16243935,0.209292486,17,0
93,959.7000122,271,6.404929161,60.66112518,14.59569645,11.72598362,16.11295509,0.210925549,17,0
94,960.9000244,294,6.450367451,60.46421432,14.39547634,11.804986,16.42367935,0.212346628,17,0
95,996.0999756,310,6.498251915,60.30975342,14.26540375,11.88493538,16.77052116,0.213784739,17,0
96,890.4000244,317,6.530610085,60.2130928,14.18194199,11.95300293,17.14817429,0.215009138,17,0
97,861.4000244,327,6.582278728,60.15478897,14.11023331,12.01150894,17.60907555,0.216061532,17,0
98,807.7000122,342,6.644556999,60.22058105,14.08345318,12.06977367,18.33366585,0.217109606,17,0
99,732.5,357,6.703695774,60.30390167,14.05192184,12.12837029,18.62052345,0.218163624,17,0
77,310.6000061,79,2.697600365,67.79830933,18.27271271,5.425636768,11.83515644,0.150307149,18,1
78,323.5,80,2.725104094,67.76739502,18.11898422,5.470212936,12.23316765,0.151542038,18,1
79,338,82,2.755229235,67.68885803,17.97917366,5.50117588,12.09280777,0.152399808,18,1
80,377.7999878,98,2.823508978,67.9041748,17.95030212,5.490721226,11.42384052,0.152808666,18,1
81,341.6000061,114,2.854705572,67.83165741,17.82692146,5.480424881,11.34907913,0.152522132,18,1
82,300.6000061,138,2.872221947,67.70847321,17.62669754,5.467926979,11.04033566,0.152174294,18,1
83,283.7999878,152,2.88589716,67.5201416,17.37820435,5.450401783,11.20300007,0.151686564,18,1
84,305.2000122,164,2.905413389,67.39800262,17.10892105,5.45832777,11.93475533,0.151907161,18,1
85,309.3999939,165,2.925127029,67.24639893,16.84403038,5.459216118,12.17041779,0.151931867,18,1
86,307.7000122,175,2.938515663,67.04064178,16.54666519,5.45411396,12.56328869,0.151789889,18,1
87,328.5,181,2.961734533,66.89789581,16.23834419,5.473009109,12.86032772,0.152315736,18,1
88,380,192,2.99470067,66.76342773,15.94940662,5.491734028,13.1486721,0.152836859,18,1
89,406.5,202,3.025770664,66.50909424,15.64921188,5.523684025,13.46630955,0.153726041,18,1
90,473.8999939,217,3.074401855,68.73007202,15.39386272,5.555097103,13.43025017,0.1548675,18,1
91,505.2999878,223,3.103142977,68.65848541,15.18651485,5.602062225,13.19820499,0.156176805,18,1
92,508.5,226,3.153816223,68.59199524,14.99705505,5.648649216,13.68098927,0.157475591,18,1
93,489.1000061,242,3.194074392,68.52890015,14.83637619,5.701964855,13.8571682,0.158961952,18,1
94,525.0999756,250,3.23776722,68.37580109,14.65680122,5.745625973,14.21481609,0.160179153,18,1
95,524.7000122,258,3.273013115,68.29258728,14.53458786,5.791819096,14.28662968,0.161466941,18,1
96,537,275,3.305724859,68.28423309,14.45186424,5.834908009,14.46212482,0.162668198,18,1
97,514.5999756,286,3.355476618,68.14533234,14.38238716,5.872369766,14.74750805,0.163712576,18,1
98,431,301,3.392213821,68.09436035,14.30045319,5.907617092,15.36054039,0.164695203,18,1
99,374.6000061,321,3.437445641,68.08480835,14.19486904,5.942901134,15.64188576,0.165678859,18,1
77,144,66,0.685652971,70.63896942,18.09675026,2.913573027,11.9732523,0.052082963,19,0
78,161.3999939,70,0.717186093,70.57120514,17.97954941,2.918071032,12.89326382,0.05216337,19,0
79,181.1999969,70,0.744991243,70.48127747,17.87536621,2.915739059,12.50440788,0.05212168,19,0
80,200.3999939,72,0.783660233,70.29702759,17.76131821,2.914017916,11.69223881,0.052068576,19,0
81,204.1999969,86,0.817441702,70.04602814,17.54038429,2.907974958,12.02092743,0.051960602,19,0
82,172.6999969,88,0.843192458,69.69797516,17.2320385,2.888190031,11.58626366,0.051607076,19,0
83,181.1000061,93,0.867185712,69.30382538,16.88523102,2.870549917,11.48499966,0.051291879,19,0
84,198.6999969,92,0.891827703,68.98266602,16.52476883,2.858623981,12.27328205,0.051078781,19,0
85,211.6999969,97,0.924943924,68.66930389,16.17950439,2.829684973,12.40377045,0.050561693,19,0
86,235.1000061,98,0.955921412,68.2951355,15.80610275,2.791965961,12.74417973,0.049887713,19,0
87,231.1999969,98,0.988577902,68.13417053,15.44966507,2.767004967,13.06642246,0.049441703,19,0
88,256.7999878,101,1.023084879,68.14284515,15.16345978,2.768392086,12.89523029,0.049466487,19,0
89,266.2999878,107,1.061725259,67.98686981,14.87516212,2.77058506,13.29928589,0.049505673,19,0
90,299.7000122,126,1.099156022,70.36103058,14.67549992,2.779768944,13.24356079,0.049749784,19,0
91,303.2999878,139,1.145481944,70.44009399,14.57194233,2.791227102,13.05492878,0.049954847,19,0
92,278,144,1.19472456,70.6496048,14.48828506,2.806922913,13.44668961,0.050235759,19,0
93,325.5,160,1.239237428,70.71406555,14.43369579,2.820524931,13.04208088,0.050479196,19,0
94,315.1000061,174,1.284926772,70.80583954,14.36569023,2.829421997,13.77465534,0.050638422,19,0
95,354.3999939,192,1.322205186,70.96812439,14.33379364,2.84085989,13.85237408,0.050843131,19,0
96,272.5,207,1.351952434,71.02967072,14.32462215,2.848473072,14.42275524,0.050979383,19,0
97,310,222,1.369851947,71.10348511,14.28554344,2.854396105,14.78042126,0.051085386,19,0
98,311.5,243,1.383769751,71.19294739,14.23063374,2.861025095,15.18518257,0.051204026,19,0
99,280,258,1.413076401,71.3586731,14.14048862,2.869412899,15.30760384,0.051354147,19,0
77,309.7999878,91,2.339735508,67.85155487,18.4324894,2.320647001,12.01270866,0.028374277,20,0
78,318.2000122,97,2.389648914,67.62932587,18.20952225,2.335656881,12.34929562,0.028557802,20,0
79,353.6000061,98,2.457518578,67.38694,18.05302429,2.350908041,12.67727947,0.028744275,20,0
80,389.2999878,95,2.570198298,67.20488739,17.94229698,2.369039059,12.13594151,0.028969148,20,0
81,369.3999939,106,2.621958017,66.98371124,17.80109406,2.384859085,12.32780743,0.029162599,20,0
82,335.8999939,116,2.654577255,66.67710876,17.53090477,2.401211023,12.37264729,0.029362554,20,0
83,326.6000061,129,2.688511848,66.37501526,17.25579071,2.415537119,12.37300014,0.029537737,20,0
84,334.2000122,152,2.716664076,66.07585907,16.88185501,2.42407608,13.0443182,0.029642154,20,0
85,355.7999878,173,2.768462896,65.70780182,16.58556557,2.427412033,13.26957989,0.029682947,20,0
86,368.7999878,192,2.815035343,65.43350983,16.23700523,2.432615995,13.54773617,0.029746583,20,0
87,360.7000122,217,2.86077404,65.1587677,15.90991497,2.445386887,13.66629028,0.029902749,20,0
88,365.2000122,233,2.915734291,65.02280426,15.63310432,2.461987019,13.7507019,0.030105738,20,0
89,400.7999878,232,2.955257654,64.77983093,15.37131023,2.472846985,13.72567844,0.030238537,20,0
90,447.7000122,222,3.021466255,66.75621033,15.15296364,2.480683088,13.85468483,0.030317673,20,0
91,499.6000061,227,3.038502932,66.77324677,15.03276825,2.495208979,13.76619244,0.030495202,20,0
92,510.7999878,231,3.129085064,66.9185257,14.89706039,2.526041985,14.16804981,0.030872028,20,0
93,496.3999939,238,3.143265963,67.08665466,14.8030405,2.547605038,14.13139057,0.031135561,20,0
94,443,226,3.172606468,67.23439789,14.74646187,2.569118023,14.34854412,0.031398483,20,0
95,420.7000122,248,3.202391148,67.45663452,14.70315075,2.586941957,14.31540585,0.031616319,20,0
96,413.7999878,274,3.211064577,67.61413574,14.65681362,2.598265886,14.68183517,0.031754714,20,0
97,409.2000122,301,3.231117964,67.69551086,14.68746948,2.616338968,15.12631798,0.031975593,20,0
98,397,304,3.272750854,67.77126312,14.72959614,2.638667107,15.64526558,0.032248475,20,0
99,382.7999878,310,3.327741861,67.86859894,14.741045,2.654052019,15.96959019,0.032436505,20,0
77,233.6000061,107,2.610464096,67.92831421,18.65447998,3.573693991,10.0201807,0.090131,21,0
78,223.1999969,106,2.616111517,67.94283295,18.4619236,3.609976053,10.36595154,0.09104605,21,0
79,248,97,2.636384249,67.92228699,18.32851601,3.641805887,10.48207951,0.09184882,21,0
80,266.7000122,105,2.674674988,67.81460571,18.1977272,3.664221048,9.951278687,0.092369892,21,0
81,289.5,99,2.684296131,67.84683228,18.0253849,3.670384884,9.984560013,0.092525266,21,0
82,315,114,2.693218231,67.86680603,17.83942604,3.683437109,9.895847321,0.092854291,21,0
83,322.2000122,110,2.696076393,67.87104034,17.59573746,3.694479942,9.859000206,0.093132675,21,0
84,277.7999878,127,2.689982891,67.74832153,17.3041935,3.695451021,10.60845757,0.09315715,21,0
85,305.5,128,2.704781532,67.71534729,17.0415287,3.69482708,10.70270824,0.093141422,21,0
86,334.3999939,133,2.710441113,67.63098145,16.72123909,3.687813044,10.90345478,0.092964604,21,0
87,337.7999878,142,2.718657732,67.61862946,16.42336655,3.683325052,11.20981407,0.092851467,21,0
88,330.1000061,147,2.734345436,67.65377808,16.13319397,3.680002928,11.42594051,0.09276773,21,0
89,356.8999939,191,2.746924877,67.61805725,15.83950424,3.677311897,11.72540569,0.092699893,21,0
90,390.3999939,222,2.776727676,69.96033478,15.59848022,3.692584038,11.7988081,0.092937276,21,0
91,438,241,2.785834551,69.9855957,15.37847328,3.714685917,11.8721714,0.093493551,21,0
92,535.5,262,2.814295053,69.97852325,15.20440865,3.756357908,12.29719925,0.094542384,21,0
93,462.7000122,274,2.812286377,70.01944733,15.02119541,3.792288065,12.27453518,0.095446691,21,0
94,444,274,2.82895422,69.97610474,14.83782578,3.823215008,12.44140816,0.096225083,21,0
95,364.7000122,288,2.841607094,70.02628326,14.68603325,3.855247974,12.56660938,0.09703131,21,0
96,320.5,311,2.857447624,70.04682922,14.5536356,3.881051064,12.79842472,0.097680733,21,0
97,316.8999939,331,2.878564358,69.90126801,14.46815872,3.907815933,13.17824078,0.098354377,21,1
98,284,372,2.916851997,70.056633,14.34947872,3.934309959,13.66073799,0.099021196,21,1
99,300.6000061,379,2.947062731,70.29075623,14.22266769,3.960824966,13.88974571,0.099688537,21,1
77,524.7999878,120,9.917169571,52.29824066,19.26863289,4.014461994,10.08594036,0.089349248,22,0
78,584.9000244,152,9.941655159,52.32670975,19.18889046,4.068577766,10.62112808,0.090553701,22,0
79,676.2999878,184,9.950657845,52.26535797,19.03988838,4.137666225,10.71943569,0.092091382,22,0
80,665,190,10.07008839,52.01642227,18.88282967,4.223101139,10.67909718,0.094856381,22,0
81,638.2999878,211,10.18019295,51.95407867,18.7689724,4.283298016,11.00055122,0.09620849,22,0
82,669.0999756,216,10.24865532,51.83287811,18.54009438,4.352610111,10.89585495,0.097765326,22,0
83,640.9000244,251,10.27150249,51.59831619,18.17694092,4.395316124,10.86499977,0.098724559,22,0
84,678,290,10.31586552,51.28815842,17.83557892,4.400474072,11.15125179,0.098840415,22,0
85,694.2000122,310,10.35706615,50.92176437,17.48073578,4.408121109,11.22404575,0.099012174,22,0
86,758.2000122,308,10.37282753,50.47743225,17.08200645,4.406918049,10.93345165,0.09898515,22,0
87,693,316,10.439538,50.08352661,16.73912048,4.344129086,10.7572813,0.09757483,22,0
88,717.4000244,346,10.5259819,49.70517731,16.41508675,4.288835049,11.04114628,0.096332856,22,0
89,781.7999878,370,10.61883354,49.49004364,16.10294151,4.252905846,11.23959064,0.095525838,22,0
90,898.4000244,396,10.77562714,51.18166351,15.82793713,4.219179153,11.59992599,0.096845679,22,0
91,951,427,10.87661934,50.99824524,15.7049017,4.240950108,11.7515564,0.097345404,22,0
92,984.5999756,462,11.00579739,50.81783295,15.58374023,4.270849228,12.04727936,0.0980317,22,1
93,1061.699951,484,11.15635967,50.63773727,15.44624901,4.284749031,12.20701313,0.098350756,22,1
94,981.9000244,522,11.25805187,50.49048996,15.34589577,4.306499958,12.61948776,0.098850019,22,1
95,1007.400024,556,11.38108826,50.39554214,15.28651524,4.327978134,12.77981377,0.099343017,22,1
96,929.0999756,578,11.5066433,50.31187439,15.22261047,4.338763237,12.86128998,0.099590577,22,1
97,855.9000244,615,11.59418011,50.23799133,15.14679146,4.351389885,13.17016792,0.099880412,22,1
98,779.5,672,11.67676544,50.22769928,15.0742712,4.36275816,13.65646076,0.100141346,22,1
99,732.7000122,736,11.75779724,50.20787811,14.9921484,4.372035027,13.65772152,0.100354291,22,1
77,224.6999969,57,0.35919559,72.24624634,18.01831627,1.103577018,10.09744835,0.035691366,23,0
78,207.6999969,61,0.371419728,72.36074829,17.84332275,1.113564968,10.31552792,0.036014393,23,0
79,202.5,53,0.379488379,72.46731567,17.66767883,1.122563958,10.2858839,0.036305435,23,0
80,193.3999939,58,0.40093711,72.38139343,17.53962326,1.126860023,10.16527176,0.036356185,23,0
81,195.6000061,61,0.427176535,72.41498566,17.39058685,1.133020997,10.11717606,0.036554962,23,0
82,163,71,0.449553251,72.28526306,17.15234756,1.136683941,10.18893528,0.03667314,23,1
83,159.6000061,69,0.468566149,72.15455627,16.86357689,1.144768953,10.55099964,0.036933992,23,1
84,158.5,75,0.487785876,72.09314728,16.51393509,1.155629992,11.18673515,0.0372844,23,1
85,167.5,72,0.511550546,71.89352417,16.21612549,1.162935019,11.6055584,0.037520085,23,1
86,147,83,0.530885279,71.67489624,15.89844131,1.170120955,12.2378664,0.037751928,23,1
87,152.1000061,106,0.550073028,71.5580368,15.59570122,1.184569955,12.79981422,0.038218103,23,1
88,157.3999939,106,0.572256863,71.584198,15.30049896,1.203830004,13.31454659,0.038839489,23,1
89,137.1999969,100,0.593633831,71.46688843,14.98429489,1.219944,13.55945778,0.03935938,23,1
90,143.1999969,116,0.613581121,73.81961823,14.65147305,1.231295943,13.31899834,0.039892953,23,1
91,132.1000061,118,0.626093209,73.74601746,14.39132214,1.235438943,12.91092205,0.040027183,23,1
92,130.8999939,123,0.64422518,73.66696167,14.11032009,1.235748053,13.0284996,0.040037192,23,1
93,125.6999969,121,0.643970251,73.72950745,13.93718243,1.238255978,12.96009064,0.040118448,23,1
94,129.8999939,116,0.644023895,73.7911911,13.72624874,1.237686992,13.12483215,0.040100016,23,1
95,131.3999939,113,0.661770523,74.01493835,13.62508678,1.237437963,13.23695946,0.04009195,23,1
96,124.9000015,107,0.6695472,74.3135376,13.58757114,1.241436005,13.52105522,0.040221483,23,1
97,120.8000031,108,0.691928685,74.57876587,13.52939034,1.245215058,13.85078335,0.040343918,23,1
98,125.8000031,124,0.712273777,74.81993103,13.49889469,1.247553945,14.3762188,0.040419698,23,1
99,112.1999969,125,0.729426026,75.10502625,13.4553566,1.253039956,14.70003605,0.040597439,23,1
77,693.7999878,192,8.315101624,59.80102539,18.56986618,4.169593811,13.46600437,0.421554357,24,0
78,732,198,8.57208252,59.47228622,18.4305687,4.183603764,13.84673595,0.422970802,24,0
79,795.5,193,8.846709251,59.09584045,18.30093384,4.191163063,13.76801968,0.423735023,24,0
80,852.4000244,187,9.062828064,58.11521912,18.00405121,4.227643013,13.57707024,0.429769546,24,0
81,887.0999756,183,9.294334412,57.74186325,17.82722664,4.261908054,13.59368706,0.433252811,24,0
82,850,218,9.449821472,57.23314285,17.56576157,4.282917023,13.66987133,0.435388505,24,0
83,807.0999756,244,9.593447685,56.66724396,17.30929375,4.313319206,14.22799969,0.438479096,24,0
84,792.2999878,277,9.715620995,56.08654022,16.96553612,4.36523819,15.04958725,0.443757057,24,0
85,834.5999756,285,9.815695763,55.51142883,16.5850563,4.41307497,15.70588589,0.448619992,24,0
86,833,279,9.923584938,54.97761536,16.24909592,4.486957073,16.33109283,0.456130624,24,0
87,767.7999878,280,10.00186634,54.49474335,15.91165447,4.565577984,16.85243225,0.464123011,24,0
88,806.7999878,282,10.12177563,53.9515152,15.57147503,4.657907963,17.36709213,0.473509014,24,0
89,855.4000244,291,10.23036861,53.3946228,15.24627781,4.727297783,17.66680336,0.480562985,24,0
90,919,323,10.34605789,54.47373962,14.95992374,4.797430992,17.5435257,0.490785778,24,0
91,956.2000122,348,10.47670078,53.90335846,14.56281662,4.8561759,17.23040199,0.496795505,24,0
92,1000.099976,366,10.63592529,53.36663055,14.23175144,4.902544975,17.29417992,0.501539111,24,0
93,997.7999878,381,10.80699158,52.75498199,13.93568897,4.942503929,17.29665565,0.505627036,24,0
94,948,383,10.98083973,52.30800629,13.65323734,4.985411167,17.50291252,0.510016501,24,0
95,986.9000244,395,11.13262272,51.92821884,13.4512558,5.023650169,17.58998299,0.513928413,24,0
96,931.2000122,404,11.35408115,51.6361618,13.30806923,5.057141781,17.68094063,0.517354667,24,0
97,846.5999756,412,11.52770329,51.32299423,13.24866295,5.092914104,18.14686203,0.521014214,24,0
98,796.5999756,413,11.68854904,51.06368637,13.25260162,5.130072117,18.84385109,0.524815559,24,0
99,743.4000244,418,11.85377789,50.83416748,13.30774784,5.171634197,19.44516563,0.529067457,24,0
77,425.2999878,46,1.724251151,70.84088135,17.98316193,5.738201141,12.5535841,0.733222723,25,0
78,462,48,1.768282652,70.97340393,17.90686607,5.736470222,12.95744038,0.73300153,25,0
79,531.2999878,49,1.848021865,71.03321075,17.85131645,5.738406181,12.99558353,0.733248889,25,0
80,601.2999878,50,1.959807396,70.91966248,17.80773735,5.746075153,12.90365696,0.734416544,25,0
81,628.5999756,56,2.084791183,70.83538818,17.76568413,5.768682957,12.96567917,0.737306118,25,0
82,571.4000244,65,2.199134111,70.54771423,17.62824821,5.771225929,13.21269512,0.737631142,25,0
83,576.7999878,77,2.317014456,70.15473938,17.44664001,5.799403191,13.85900021,0.741232455,25,0
84,523.7000122,79,2.424114466,69.82818604,17.20546532,5.840772152,14.91149044,0.746519983,25,0
85,538.2000122,84,2.532588243,69.40924072,16.93457794,5.880743027,15.48272038,0.751628697,25,0
86,556.9000244,88,2.635446072,68.89588928,16.62208748,5.902681828,16.32018471,0.754432797,25,0
87,564.5999756,92,2.732557535,68.40940094,16.26856041,5.935208797,17.10500717,0.758590102,25,0
88,619.5999756,102,2.835594177,68.0530777,15.93802738,5.979980946,17.96322823,0.764312506,25,0
89,675,109,2.935842752,67.52338409,15.57111168,6.015479088,18.03377342,0.768849552,25,0
90,736.2999878,122,3.025422335,69.19523621,15.2068634,6.018663883,17.69592667,0.767882645,25,0
91,736.0999756,132,3.097412586,68.45569611,14.80334187,5.998651981,17.36051941,0.765329421,25,0
92,779,143,3.176354885,67.97533417,14.4455452,5.993474007,17.66195869,0.764668822,25,0
93,804.9000244,161,3.254629374,67.48496246,14.12592506,6.010883808,17.68249702,0.766889989,25,0
94,707.5999756,154,3.325290918,67.21469879,13.82064915,6.031352043,18.03715134,0.769501388,25,0
95,687.2000122,174,3.413074255,67.07728577,13.5800972,6.062335014,18.34535408,0.773454368,25,0
96,642.2000122,170,3.489322662,66.97061157,13.38832188,6.085392952,18.80743027,0.776396096,25,0
97,644.2000122,178,3.591576576,66.94775391,13.23651695,6.115476131,19.4559288,0.780234277,25,0
98,621.2999878,278,3.675830603,66.97878265,13.13072205,6.144406796,20.41167641,0.783925354,25,0
99,551,275,3.768917084,67.0294342,13.03217793,6.175168991,21.2451458,0.787850082,25,0
77,584.7000122,137,4.589848042,64.94020844,18.70427895,9.171110153,13.08130836,0.161414891,26,0
78,577.2000122,151,4.668866634,64.84695435,18.57603836,9.217761993,13.49835205,0.16223599,26,0
79,614.2000122,162,4.752085209,64.72586823,18.46948433,9.26626873,13.30977154,0.163089722,26,0
80,639.5,163,4.912099838,64.53066254,18.39734459,9.255553246,12.53612137,0.162509277,26,0
81,641.9000244,163,4.957616806,64.34369659,18.24190712,9.209283829,12.19299984,0.161696881,26,0
82,656.5999756,165,5.008369446,64.0473938,17.98322296,9.11520195,11.82878304,0.160044983,26,0
83,716.7000122,162,5.053564072,63.67473984,17.68139458,9.047753334,12.24300003,0.158860713,26,0
84,760.0999756,159,5.102146626,63.40594864,17.34667587,9.049446106,13.01938343,0.158890441,26,0
85,734.0999756,161,5.15828228,63.11989212,17.00112915,9.076296806,13.64368439,0.159361899,26,0
86,803.9000244,196,5.212474346,62.83232498,16.63797379,9.127776146,14.15585709,0.160265759,26,0
87,780.0999756,227,5.27026701,62.52574158,16.25099754,9.187484741,14.14600945,0.16131413,26,0
88,741.7000122,259,5.318279743,62.20570374,15.90377522,9.218000412,14.48071575,0.161849916,26,0
89,709.2000122,298,5.37630415,61.78036118,15.54663277,9.253290176,14.67562771,0.162469536,26,0
90,790.4000244,340,5.444305897,63.41765976,15.24827671,9.310461998,14.49476433,0.163890615,26,0
91,803.0999756,366,5.48130703,63.24011993,14.99776173,9.395022392,14.12145805,0.165379122,26,0
92,770.0999756,388,5.515503407,63.13262939,14.77740574,9.470322609,14.39737988,0.166704625,26,0
93,791.5,413,5.555154324,62.94234467,14.59414387,9.529239655,14.73771,0.167741731,26,0
94,766.0999756,414,5.589149952,62.84307861,14.40717602,9.584481239,15.36326408,0.168714121,26,0
95,687.7999878,427,5.636845589,62.77747345,14.30213737,9.659871101,15.67964935,0.170041218,26,0
96,635.2999878,429,5.675034046,62.83809662,14.23100758,9.73918438,15.52384472,0.171437353,26,0
97,590,440,5.724264145,62.85871506,14.17414665,9.785449982,15.87897015,0.172251761,26,0
98,620.7999878,457,5.77288866,62.91081238,14.13376141,9.820231438,16.37602234,0.172864005,26,0
99,574.9000244,466,5.833841324,62.94402313,14.09947968,9.863775253,16.8061924,0.173630491,26,0
77,193.8000031,41,0.941678703,71.22098541,18.70508194,3.989365101,12.42699623,0.050314233,27,0
78,189.6000061,44,0.985644817,71.18406677,18.56497383,4.015340805,12.94368839,0.050641842,27,0
79,221,49,1.027376413,71.14611053,18.4394207,4.050316811,12.90914822,0.051082961,27,0
80,227.8000031,51,1.099407911,71.29825592,18.37938499,4.085017204,12.47688007,0.051352855,27,0
81,228.5,49,1.190245152,71.04656219,18.13891411,4.111673832,12.40671921,0.051687963,27,0
82,219.3000031,49,1.267280817,70.61434174,17.78385544,4.131443977,12.37574291,0.051936492,27,0
83,190.8999939,50,1.337602973,70.13459778,17.40412521,4.141438007,12.59399986,0.052062128,27,0
84,211.5,52,1.411141515,69.76174927,17.01439095,4.157698154,13.67054462,0.052266531,27,0
85,256.3999939,52,1.49117434,69.45552826,16.65160942,4.184286118,13.97611809,0.052600767,27,0
86,284.6000061,56,1.569577575,69.11049652,16.2734623,4.205207825,14.43582821,0.05286378,27,0
87,285.3999939,58,1.646391869,68.8253479,15.89751434,4.235139847,14.82042217,0.053240053,27,0
88,290.1000061,60,1.725912571,68.66412354,15.59573364,4.296162128,14.81246376,0.054007165,27,0
89,288.2999878,64,1.809225082,68.40837097,15.29384708,4.33804512,15.22969723,0.054533675,27,0
90,306.1000061,71,1.883990645,70.15535736,15.04357052,4.387282848,15.24838257,0.055104852,27,0
91,316,72,1.938506484,70.20422363,14.80301571,4.427429199,14.97745895,0.055609092,27,0
92,338,78,2.038956404,70.13239288,14.62573147,4.471502781,15.40557957,0.056162667,27,0
93,353.8999939,85,2.126541138,70.17618561,14.479105,4.521708965,15.2048521,0.056793258,27,0
94,359,92,2.21527338,70.19733429,14.3469553,4.566028118,15.76982403,0.057349913,27,0
95,356.1000061,100,2.31400013,70.28977966,14.29538345,4.605444908,16.07728195,0.057844993,27,0
96,338.7999878,105,2.393085718,70.42293549,14.28865242,4.647723198,16.67954445,0.058376011,27,0
97,337.7999878,110,2.492935896,70.42053986,14.30563545,4.687726021,17.09178352,0.058878455,27,0
98,310.2000122,113,2.597933292,70.36256409,14.34352589,4.726410866,18.00861359,0.059364345,27,0
99,274,117,2.704550028,70.39762115,14.3750782,4.775507927,18.38371658,0.059981011,27,0
77,288.7000122,91,11.30086136,47.17009735,18.66394043,2.459202051,8.645795822,0.051995981,28,0
78,321.2000122,67,11.24282837,47.24821091,18.49263763,2.487817049,8.871567726,0.052601002,28,0
79,323.6000061,110,11.20169449,47.2952652,18.31143761,2.507066965,8.985227585,0.053008016,28,0
80,341.8999939,141,11.27336407,47.10110474,18.1680336,2.525341988,8.554883957,0.053465631,28,0
81,304.6000061,132,11.36708164,47.06833267,18.12535477,2.539051056,8.659495354,0.053755872,28,0
82,294.6000061,177,11.42993832,46.95920944,18.00417519,2.556767941,8.566631317,0.054130968,28,0
83,280.3999939,210,11.46199131,46.82972717,17.84062195,2.56772995,8.614999771,0.054363053,28,0
84,282,211,11.52064896,46.61834717,17.64359093,2.578058004,9.075016975,0.054581709,28,0
85,270.8999939,229,11.52669334,46.4788208,17.3978405,2.588097095,9.187771797,0.054794256,28,0
86,274.1000061,237,11.56170845,46.41185379,17.17962265,2.593595982,9.356336594,0.054910675,28,0
87,269.7999878,249,11.61095142,46.35433197,16.91100693,2.588538885,9.570700645,0.054803614,28,0
88,325.2000122,256,11.6638689,46.27897644,16.61276627,2.580353022,9.847189903,0.054630302,28,0
